userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (318,9.72589768934995e-05) (2858,9.715300984680653e-05) (595,8.675128628965467e-05)* (2762,8.203421748476103e-05)* (356,7.991363963810727e-05) (2396,7.860505866119638e-05) (593,7.622223347425461e-05) (1197,7.588065636809915e-05) (34,7.534218457294628e-05) (364,7.197745435405523e-05) (1198,7.160907989600673e-05) (1196,6.84741316945292e-05) (1210,6.529257370857522e-05) (1259,6.403591396519914e-05) (2081,6.384050357155502e-05) (2078,6.375306111294776e-05) (1265,6.294687045738101e-05) (2080,6.291845056694001e-05) (2716,5.9942623920505866e-05) (110,5.8792084018932655e-05)
2439: (2028,0.0001788319495972246) (3753,0.0001371865946566686) (457,0.00013587907596956939) (593,0.00013402018521446735) (527,0.00012591708218678832) (318,0.00011889125744346529) (858,0.00011662395991152152) (539,0.00010323790775146335) (1610,0.00010306933836545795) (1580,9.821568528423086e-05) (1210,9.56663498072885e-05) (2762,9.475474507780746e-05) (349,9.215762838721275e-05) (1393,9.149860852630809e-05) (2396,9.077895811060444e-05)* (3256,8.847803837852553e-05) (1784,8.660180174047127e-05) (11,8.56707411003299e-05) (2353,8.502615673933178e-05) (380,8.463310950901359e-05)
2441: (457,6.201364158187062e-05) (480,4.833372076973319e-05) (1610,4.4989505113335326e-05) (377,4.385519787319936e-05) (733,4.1505034459987655e-05) (2571,3.8026155380066484e-05) (356,3.8013356970623136e-05) (2916,3.755366924451664e-05) (2353,3.746868605958298e-05) (780,3.7414087273646146e-05) (2762,3.6120731238042936e-05) (587,3.5282864701002836e-05) (110,3.492392715997994e-05) (1721,3.438530984567478e-05) (2058,3.357184323249385e-05) (3256,3.3562402677489445e-05) (1597,3.345820005051792e-05) (1608,3.322501652291976e-05) (1370,3.263640246586874e-05) (3147,3.254228431615047e-05)
2442: (1028,0.00017965352162718773) (594,0.00016299039998557419) (969,0.00012880061694886535) (1022,0.00011769615230150521) (912,0.00011713785352185369) (920,0.00011651658860500902) (2087,0.00011563992302399129) (1951,0.00010750048386398703) (3549,0.00010317872511222959) (903,0.00010257826943416148) (1097,0.0001014019944705069) (1282,0.00010113340249517933) (364,0.00010079477942781523) (588,9.95635855360888e-05) (2941,9.300370584242046e-05)* (1032,9.098768350668252e-05) (1380,9.008658525999635e-05) (904,8.967507164925337e-05) (2081,8.808708662400022e-05) (938,8.788491686573252e-05)
2443: (1721,0.0001092107268050313) (539,0.00010894881415879354) (11,9.968339145416394e-05) (356,9.484444308327511e-05) (1393,9.243949898518622e-05) (2683,8.775664900895208e-05) (2688,8.401548984693363e-05) (2396,8.145702304318547e-05) (339,8.140253339661285e-05) (1569,8.030868048081174e-05)* (7,8.008295117178932e-05) (2605,7.927713159006089e-05) (2355,7.91065685916692e-05) (2125,7.829201786080375e-05) (1704,7.791216194164008e-05) (3259,7.64562573749572e-05) (1680,7.554619514849037e-05) (2424,7.449051918229088e-05) (1183,7.329496293095872e-05) (2706,6.934389239177108e-05)
2444: (1,8.041309774853289e-05)* (588,7.257710240082815e-05)* (594,6.003615271765739e-05) (1028,5.79069419472944e-05) (3114,5.6049022532533854e-05) (1022,5.056396548752673e-05)* (2687,4.8730449634604156e-05) (2087,4.738214920507744e-05) (2085,4.737457857117988e-05) (1282,4.717940464615822e-05) (2096,4.3882573663722724e-05) (2355,4.176079164608382e-05) (2137,3.937573274015449e-05) (2083,3.8698377466062084e-05) (1032,3.791700510191731e-05) (34,3.7447385693667457e-05) (2797,3.594137524487451e-05) (1029,3.579286567401141e-05) (253,3.3623135095695034e-05) (1035,3.3555508707650006e-05)
2445: (260,0.0002260056062368676) (589,0.00020883034449070692) (480,0.0001429498806828633)* (110,0.00012780685210600495)* (1214,0.0001271233631996438)* (780,0.00010534533066675067)* (1356,0.00010222479613730684) (349,8.392189192818478e-05)* (2000,8.197109127650037e-05) (1573,8.183201134670526e-05)* (1387,8.178461575880647e-05) (1374,7.978682697284967e-05)* (3793,7.793676195433363e-05) (1954,7.540047954535112e-05) (2353,7.45783545426093e-05)* (3702,7.42897464078851e-05) (316,7.250352064147592e-05) (329,7.017570169409737e-05) (2058,6.984180799918249e-05) (474,6.673841562587768e-05)
2446: (2858,0.00019031316332984716)* (480,0.00011768699914682657) (1200,0.0001124221453210339) (1213,0.00010236773232463747)* (2716,9.885793406283483e-05)* (1580,9.845772001426667e-05) (1,9.56339281401597e-05) (2918,9.559937461744994e-05)* (1291,9.423462324775755e-05)* (3578,8.647569484310225e-05)* (2804,8.61080116010271e-05) (1610,8.606918709119782e-05) (223,8.582045120419934e-05)* (1097,8.54895479278639e-05) (2396,8.46340335556306e-05) (3114,8.076589438132942e-05) (1193,7.98418332124129e-05) (541,7.573438051622361e-05)* (1127,6.942889012861997e-05) (6,6.550231046276167e-05)*
2447: (2918,0.00010925444803433493)* (1210,9.030116780195385e-05) (1196,8.553311636205763e-05) (2791,8.177255949703977e-05)* (2797,7.975089101819322e-05) (1197,7.753112004138529e-05) (1079,6.995589501457289e-05) (260,6.969809328438714e-05) (1580,6.695355841657147e-05) (3210,6.462853343691677e-05)* (2795,6.23299929429777e-05) (1663,6.0795828176196665e-05) (2804,6.046783528290689e-05) (2571,5.940575647400692e-05) (1307,5.833006071043201e-05) (1259,5.717883323086426e-05) (1376,5.6833137932699174e-05) (2406,5.6814686104189605e-05) (2134,5.601999146165326e-05)* (1198,5.531303395400755e-05)
2448: (2858,0.00018794818606693298) (318,0.00013889271940570325)* (858,0.00011644821643130854)* (2997,0.0001106435083784163) (260,0.00010178291267948225) (1213,9.205759852193296e-05) (1193,9.198275802191347e-05) (3114,8.845324191497639e-05)* (296,8.302765490952879e-05) (1196,8.268893725471571e-05) (1617,8.210984378820285e-05) (356,8.195490954676643e-05) (1221,8.167771011358127e-05) (50,7.991147140273824e-05)* (2706,7.88862380431965e-05) (2571,7.722662849118933e-05) (1197,7.605748396599665e-05)* (2599,7.51965562812984e-05) (480,7.494200690416619e-05) (2959,7.490688585676253e-05)
2449: (589,0.00023951477487571537)* (2028,0.00018256773182656616) (2858,0.00017302579362876713) (2571,0.00016353873070329428)* (593,0.00015453087689820677) (858,0.0001349308149656281) (2916,0.0001271613291464746) (527,0.0001223788713105023) (1617,0.00011877379438374192) (1210,0.00011447624274296686)* (3578,0.00011430398444645107) (260,0.00010676681995391846) (1610,0.00010654347715899348) (780,0.00010495262540644035) (2628,0.0001047381229000166) (1198,0.00010447602835483849) (1036,9.723880793899298e-05) (3555,9.574559953762218e-05) (2762,9.384295844938606e-05) (1240,9.229870920535177e-05)
2450: (527,0.00022591801825910807) (318,0.0002229913225164637) (608,0.000203193849301897) (858,0.00019265948503743857) (1213,0.0001720600703265518) (1225,0.00016373202379327267) (1617,0.0001514481264166534) (1198,0.00015137529408093542) (2028,0.0001452578726457432) (1193,0.00014402666420210153) (296,0.00013593955372925848) (1704,0.00013544944522436708) (260,0.00012915594561491162) (919,0.00012802367564290762) (904,0.00011832999007310718) (1961,0.00011825940600829199) (2020,0.00011746939708245918) (50,0.00011381637159502134) (110,0.00011067854939028621) (923,0.00010954747995128855)
2451: (260,0.00013630431203637272) (1196,0.0001137334547820501) (1210,8.97677819011733e-05) (1198,8.497348608216271e-05) (858,8.200547017622739e-05) (2858,7.341784657910466e-05) (1240,7.240584818646312e-05) (2028,7.07294384483248e-05) (589,6.756901711924002e-05) (593,6.725913408445194e-05) (1200,6.674849282717332e-05) (2571,6.492323882412165e-05) (110,6.432158261304721e-05) (1270,6.035155456629582e-05) (1221,5.9283862356096506e-05) (541,5.6532455346314237e-05) (1097,5.474955469253473e-05) (527,5.293963477015495e-05) (924,5.2366307500051335e-05) (1197,4.712331428891048e-05)
2452: (2571,0.00015558418817818165) (2028,0.0001391397963743657) (110,0.00013587991998065263) (2762,0.00012310304737184197)* (2858,0.00011459545930847526) (1610,0.00010854889114852995)* (733,0.00010063887748401612) (608,9.784042049432173e-05)* (318,9.723176481202245e-05) (3578,9.644029341870919e-05) (2916,9.073958790395409e-05)* (3753,8.640587475383654e-05)* (296,8.580373105360195e-05) (3147,8.06409734650515e-05) (1704,7.962865493027493e-05) (1580,7.901293429313228e-05) (377,7.880594785092399e-05) (47,7.847355300327763e-05) (356,7.806907524354756e-05) (1213,7.574594928883016e-05)
2453: (593,0.00011260941391810775)* (480,8.708675886737183e-05) (296,8.127214823616669e-05)* (1610,7.253938383655623e-05)* (3578,6.62352322251536e-05)* (377,4.9607031542109326e-05) (2353,4.824984716833569e-05)* (1036,4.705136962002143e-05)* (2997,4.6918496082071215e-05) (2268,4.605181675287895e-05)* (36,4.600718602887355e-05) (2959,4.562882531899959e-05) (349,4.553694088826887e-05)* (1265,4.4374439312377945e-05) (1197,4.415545117808506e-05) (6,4.313247700338252e-05) (1193,4.264171366230585e-05)* (2628,4.197336238576099e-05) (1573,4.074175376445055e-05) (2336,4.069584610988386e-05)
2454: (260,0.00018815028306562454)* (2028,0.00010147984721697867) (1356,8.834492473397404e-05) (1610,7.926868420327082e-05) (2762,7.579570228699595e-05) (318,7.40325340302661e-05)* (1240,7.001678022788838e-05)* (593,6.887936615385115e-05)* (3175,6.722447142237797e-05) (3793,6.650022987741977e-05) (1127,6.46461485303007e-05) (1968,6.401353311957791e-05) (329,6.384411972248927e-05) (1036,6.302224210230634e-05)* (2858,6.263806426431984e-05) (316,6.203469820320606e-05) (1721,6.127455708337948e-05) (2716,6.035881597199477e-05) (733,6.021028821123764e-05)* (588,5.7874200138030574e-05)
2455: (260,0.00030758947832509875)* (589,0.0002083382714772597) (1210,0.00019373407121747732) (2916,0.00012498382420744747) (1270,0.00012069039075868204) (480,0.00010828630183823407) (1387,0.0001028143524308689) (1580,0.00010226587619399652) (3471,0.00010177656804444268) (3527,0.00010067156108561903) (2628,0.00010031558485934511) (2288,9.966963989427313e-05) (2529,9.956143912859261e-05) (1097,9.691037121228874e-05) (750,9.61246551014483e-05) (1206,9.444596071261913e-05)* (3703,9.41547768888995e-05) (1291,9.380163828609511e-05) (858,9.009192581288517e-05) (110,8.897940278984606e-05)
2456: (260,0.00012053792306687683) (2997,0.00010155571362702176)* (296,9.1463778517209e-05) (608,8.084531873464584e-05) (318,7.948196434881538e-05)* (527,7.750229997327551e-05) (589,7.733773963991553e-05) (2396,7.555449701612815e-05) (1240,7.444966468028724e-05) (858,7.089203427312896e-05) (1270,7.041736535029486e-05) (1617,6.961382314329967e-05)* (1213,6.955282879061997e-05)* (3114,6.828245386714116e-05)* (1,6.700534868286923e-05) (1265,6.237069464987144e-05) (1136,6.233638850972056e-05) (1200,6.148860848043114e-05) (1214,6.12189105595462e-05) (1193,5.8531571994535625e-05)
2457: (2571,0.00014695893332827836)* (589,0.00013371047680266201)* (1240,0.00010985862900270149)* (1291,9.771362965693697e-05)* (480,9.644505189498886e-05) (1387,8.77765633049421e-05)* (2628,7.687315519433469e-05)* (3114,7.499683852074668e-05)* (1214,7.201605330919847e-05) (1968,6.941924948478118e-05) (1136,6.880810542497784e-05) (2762,6.536270666401833e-05) (1200,6.532096449518576e-05) (3793,6.377211684593931e-05)* (1259,6.374419172061607e-05) (858,6.263772957026958e-05) (2804,6.242303061299026e-05) (593,6.146210216684267e-05) (2858,6.118116289144382e-05) (1374,6.037655475665815e-05)
2458: (260,0.00014447476132772863) (589,0.0001405974617227912)* (1210,0.00013704298180527985) (1196,0.00012448857887648046) (2028,0.00010097649646922946) (110,9.815159137360752e-05) (1198,9.63596030487679e-05) (2858,8.994987729238346e-05) (457,8.605793118476868e-05)* (1240,8.232751133618876e-05) (2918,7.791167445247993e-05)* (2716,7.76214073994197e-05)* (1,7.64940632507205e-05) (780,7.47258382034488e-05) (1036,7.370951789198443e-05) (1356,7.27365622879006e-05) (3114,7.217040547402576e-05) (1968,7.20251482562162e-05) (1610,7.180674583651125e-05) (3793,7.173044286901131e-05)
2459: (2571,0.0001278388808714226) (2028,0.000127656981931068)* (2858,0.00011433516920078546) (110,0.00011327477841405198) (480,0.00010892397403949872) (2396,9.065730409929529e-05) (3147,8.307460666401312e-05) (296,8.086112211458385e-05) (1210,8.062022243393585e-05) (1721,8.039213571464643e-05) (608,7.590513996547088e-05) (3578,7.36132133170031e-05) (3753,7.309235661523417e-05)* (1784,7.223049033200368e-05) (1265,7.128411380108446e-05)* (1213,7.081020885379985e-05) (2916,6.812462379457429e-05) (1393,6.400123675120994e-05) (3114,6.325377762550488e-05) (260,6.304801354417577e-05)
2460: (1198,0.00010693000513128936)* (2858,0.00010301604925189167) (2762,9.72551861195825e-05) (480,8.053454803302884e-05) (858,7.770392403472215e-05) (2987,7.60157490731217e-05) (913,7.561067468486726e-05) (912,7.469068077625707e-05) (2355,7.19967283657752e-05)* (1097,7.039800402708352e-05) (1197,6.402382132364437e-05) (2688,6.175682210596278e-05) (969,6.0977647081017494e-05)* (527,6.094346463214606e-05) (1721,6.051264062989503e-05) (593,6.034177204128355e-05) (1304,6.0051654145354405e-05) (2683,5.955709275440313e-05) (1193,5.646945282933302e-05) (2997,5.50911390746478e-05)
2461: (2858,0.00014202579041011631)* (593,0.0001386545627610758) (260,0.00011866689601447433) (296,0.00011664374324027449) (1210,0.00011321013153064996) (1196,0.00010647183808032423) (2762,0.0001046866163960658) (608,0.00010233456850983202) (1213,9.778692765394226e-05) (1,9.211622818838805e-05) (50,9.047373168868944e-05)* (1197,8.762397919781506e-05) (1265,8.421275560976937e-05) (1270,7.948886195663363e-05) (858,7.360633026110008e-05) (3147,7.354353874688968e-05) (2997,7.287960033863783e-05) (1610,6.973477138672024e-05)* (3114,6.807469617342576e-05) (1259,6.594315345864743e-05)*
2462: (1196,0.0002037315134657547)* (858,0.0001382964401273057) (1270,0.00013813997793477029) (2028,0.0001309849467361346) (527,0.00012925193004775792) (589,0.0001247120526386425) (1,0.0001235721429111436)* (2396,0.0001205868975375779) (3114,0.00011183175956830382) (2762,0.00010453935101395473) (912,0.00010399759776191786)* (2997,9.392709762323648e-05) (1221,9.385715384269133e-05) (296,9.296416828874499e-05) (1617,9.054657857632264e-05) (1200,8.722992788534611e-05) (1304,8.714152500033379e-05)* (3421,8.303445065394044e-05) (2628,7.846314838388935e-05) (1213,7.59557806304656e-05)
2463: (260,0.00020324632350821048) (110,0.00013481330825015903)* (2571,0.00013148649304639548) (2028,0.00011852551688207313) (1200,0.00011342715879436582) (1214,0.0001090982259484008) (858,0.00010687125904951245)* (1387,0.00010252577339997515) (1270,9.446494368603453e-05) (457,9.334416972706094e-05) (1197,8.675974095240235e-05)* (1259,8.650326344650239e-05)* (1580,8.346815593540668e-05) (593,8.011097816051915e-05) (2916,7.681968418182805e-05) (1221,7.300690049305558e-05) (1220,6.957647565286607e-05)* (2628,6.942546315258369e-05) (1954,6.907289935043082e-05) (3578,6.828439654782414e-05)
2464: (1193,0.00020406262774486095) (296,0.00020304198551457375) (1213,0.0002010278549278155) (110,0.0001987269934033975) (2396,0.0001907266560010612) (1259,0.00018385810835752636)* (1198,0.00017961947014555335) (2997,0.00017688350635580719) (2804,0.00017669706721790135) (1617,0.00017514670616947114) (2762,0.00017476611537858844) (260,0.00017124504665844142) (1196,0.00016532446898054332) (1210,0.00016207013686653227) (1704,0.0001591924374224618) (912,0.00015560019528493285) (908,0.00014579371782019734) (589,0.00014221994206309319) (50,0.0001407781383022666) (2324,0.00013820381718687713)
2465: (2858,0.0002101727295666933)* (1198,0.000159520233864896)* (1210,0.00013734232925344259) (912,0.00012909182987641543) (1213,0.00012219719064887613)* (2762,0.00011267261288594455) (589,0.00011142754374304786) (908,0.00010976317571476102)* (1225,0.00010713899246184155)* (541,9.671400766819715e-05)* (2571,9.66095321928151e-05) (1270,9.625732491258532e-05) (1200,9.248804417438805e-05) (904,9.102535841520876e-05) (480,9.094709093915299e-05) (1136,9.058127761818469e-05) (1252,8.41834262246266e-05)* (2804,8.331010030815378e-05) (3421,7.942834781715646e-05) (913,7.773486140649766e-05)
2466: (260,0.00019003228226210922)* (589,0.00018019010894931853) (1214,0.0001646523451199755)* (1199,0.00010581172682577744) (1210,0.00010482457582838833) (858,9.538359881844372e-05) (1617,8.707014785613865e-05)* (480,8.418549259658903e-05) (608,7.966088742250577e-05)* (593,7.835212454665452e-05) (3702,7.698066474404186e-05) (1270,7.68254030845128e-05) (2288,7.529214781243354e-05) (1580,7.486874528694898e-05) (2997,7.357983849942684e-05) (2916,7.27157894289121e-05) (1198,7.269382331287488e-05) (1077,7.163320697145537e-05) (1253,7.035407907096669e-05) (1193,7.006653322605416e-05)
2467: (260,0.00028824282344430685)* (2571,0.0002704907092265785) (2858,0.00020746674272231758) (1240,0.00019454014545772225) (480,0.00018100746092386544) (1214,0.00017516700609121472) (1580,0.0001670516503509134) (110,0.00016288793995045125) (1270,0.00015805222210474312) (2916,0.00015612467541359365) (541,0.0001501796068623662) (1198,0.00014729297254234552)* (2762,0.00013916511670686305) (3527,0.00013818185834679753) (1200,0.00013144077092874795) (2706,0.00012989099195692688) (3578,0.00011891412577824667) (2529,0.00011651324894046411) (3753,0.00011260082828812301) (2791,0.00011247245856793597)
2468: (1210,0.00016078933549579233)* (480,0.00012531869288068265)* (1270,0.00011634600377874449) (318,0.00011408535647206008)* (110,0.0001120247834478505) (1097,9.580716141499579e-05) (2858,9.550570393912494e-05) (1610,8.032003825064749e-05)* (541,7.97453976701945e-05) (1,7.925070531200618e-05) (2762,7.63246716815047e-05) (608,7.286182517418638e-05) (919,7.200436812127009e-05) (1356,7.163082773331553e-05) (296,7.045028178254142e-05) (1265,6.66880514472723e-05)* (2396,6.662272062385455e-05)* (924,6.513616244774312e-05) (3471,6.337932427413762e-05) (1304,6.312293407972902e-05)
2469: (1196,0.00029522247496061027) (1210,0.0002217576839029789) (1214,0.00021391276095528156)* (2571,0.0001947246491909027) (2028,0.00015438642003573477) (2858,0.00014393797027878463) (541,0.00013583977124653757) (110,0.00012917988351546228) (1291,0.00012617013999260962) (457,0.00012455289834178984) (1954,0.00011975955567322671) (2947,0.0001169295865111053) (1304,0.00010782405297504738) (1201,0.00010726220352808014) (1197,0.00010598445078358054)* (2194,0.00010156294592889026) (480,0.0001008686886052601) (1242,0.00010019566980190575)* (3578,0.00010002114868257195) (3527,9.867209155345336e-05)
2470: (1127,9.241915540769696e-05) (480,8.327952673425898e-05) (1721,8.052908378886059e-05) (589,7.843740604585037e-05) (2916,7.716526306467131e-05) (1911,7.237922545755282e-05) (1610,6.922168540768325e-05) (2571,6.864984607091174e-05) (457,6.804569420637563e-05) (2688,6.793298234697431e-05) (2881,6.76183044561185e-05) (2355,6.672325253020972e-05) (588,6.641328945988789e-05) (380,6.548374949488789e-05) (2699,6.453462992794812e-05) (1573,6.372288044076413e-05) (1370,6.368236063281074e-05) (3107,6.280284287640825e-05) (266,6.231447332538664e-05) (110,6.204179226187989e-05)
