userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (2858,14.890045166015625) (2396,14.315960884094238) (593,13.95844841003418) (318,13.902490615844727) (858,13.371723175048828) (1196,13.35035514831543) (1193,13.177972793579102)* (1198,13.17405891418457) (912,13.164117813110352) (1197,12.978717803955078) (2762,12.956230163574219)* (1225,12.740355491638184) (1265,12.728422164916992) (34,12.527816772460938) (356,12.313689231872559) (1617,12.16653060913086) (1259,12.082703590393066) (1307,12.074316024780273) (1210,12.057555198669434) (2997,11.875787734985352)
2637: (2858,15.990849494934082) (608,13.26257610321045) (318,13.186467170715332) (527,13.160720825195312) (593,13.147457122802734) (1617,12.043352127075195) (1193,12.00779914855957) (296,11.857601165771484) (2599,11.348034858703613) (1265,11.331089973449707) (2028,11.311893463134766) (912,11.181926727294922) (50,11.086612701416016) (34,11.032995223999023) (1225,10.946176528930664) (1213,10.84284782409668) (1197,10.796669006347656) (260,10.670317649841309) (2324,10.603466033935547) (1230,10.590705871582031)
2638: (1198,22.617101669311523)* (858,21.8864803314209)* (2028,20.9536075592041) (2858,20.94345474243164) (608,20.882431030273438) (1210,20.827470779418945) (1270,20.37174415588379) (589,19.53012466430664) (1617,19.24913215637207) (1259,19.08443832397461) (1221,19.059661865234375)* (1265,17.978078842163086) (919,17.961666107177734) (1225,17.894208908081055) (2396,17.82073211669922) (541,17.804603576660156)* (1213,17.677204132080078)* (457,17.670928955078125) (2791,17.546600341796875) (480,17.466278076171875)
2639: (2762,11.617938995361328) (2028,11.42215347290039) (608,10.925004005432129) (296,10.589996337890625) (2396,10.522814750671387) (110,10.219320297241211) (356,10.21922779083252) (1617,10.06839370727539) (50,10.010202407836914) (2997,9.948690414428711) (1704,9.836767196655273) (1265,9.784231185913086)* (3578,9.423654556274414) (2571,9.40674877166748) (1213,9.401041030883789) (1198,9.328046798706055) (1196,9.230669021606445) (260,9.229272842407227) (858,9.192517280578613) (1197,9.157715797424316)
2640: (1210,9.819001197814941) (260,9.614753723144531) (2571,9.492639541625977) (2762,9.390335083007812) (1196,9.156110763549805) (480,9.11165714263916) (1580,8.925115585327148) (589,8.817557334899902) (1270,8.7636137008667) (2355,8.703254699707031) (2858,8.696525573730469) (1198,8.646195411682129) (1,8.608771324157715) (2716,8.576925277709961) (3114,8.332828521728516) (2628,8.314773559570312) (356,8.270259857177734) (110,8.053950309753418) (2396,8.003734588623047) (1240,7.841842174530029)
2641: (527,24.240676879882812)* (2028,23.377721786499023) (1197,22.003782272338867) (2396,21.533130645751953) (1210,20.75871467590332) (912,20.579544067382812) (1265,20.574621200561523)* (2571,19.870298385620117)* (919,19.588504791259766) (34,18.784244537353516) (2716,18.736347198486328) (1230,18.66912269592285) (541,18.496362686157227) (750,18.200824737548828) (1387,18.109041213989258)* (1288,17.815013885498047) (923,17.753753662109375) (1252,17.72712516784668)* (1207,17.664461135864258) (1234,17.466276168823242)
2642: (593,14.34508991241455) (110,13.452853202819824) (2571,13.16749382019043)* (296,13.001218795776367)* (527,12.926532745361328) (608,12.832456588745117) (50,12.615228652954102)* (457,12.097654342651367)* (1196,11.753416061401367) (260,11.71181869506836) (858,10.952337265014648) (2997,10.919001579284668) (1197,10.71435546875) (2396,10.685455322265625) (1265,10.567276000976562) (3147,10.45240592956543) (1580,10.395273208618164) (1,10.289872169494629) (1259,10.12558364868164) (1089,10.079696655273438)
2643: (260,26.006811141967773) (608,23.539356231689453)* (527,23.115314483642578)* (912,23.04645538330078)* (1210,22.059547424316406) (919,21.7397403717041) (1270,21.533000946044922) (318,21.492889404296875)* (1617,21.424625396728516) (1197,21.299087524414062) (2858,20.96870994567871) (750,20.93777847290039) (908,20.82038116455078) (1387,20.72356414794922)* (1136,20.58798599243164) (1259,20.52263641357422) (1208,20.22039794921875)* (296,20.120677947998047)* (111,20.03173065185547)* (1230,19.594593048095703)
2644: (260,14.2453031539917) (1196,13.866554260253906) (1198,13.344830513000488) (2571,13.196414947509766) (593,13.180252075195312) (2028,13.022735595703125) (1210,12.94805908203125) (858,12.501060485839844) (1197,12.27357006072998) (1240,11.931888580322266) (527,11.908124923706055) (1617,11.875707626342773) (296,11.868230819702148) (318,11.865680694580078) (2762,11.718940734863281) (1270,11.669391632080078) (50,11.586416244506836) (1214,11.511993408203125) (1259,11.238411903381348)* (1200,11.02789306640625)
2645: (2858,20.66946029663086) (1196,18.343061447143555)* (608,18.238048553466797) (1210,17.4432373046875)* (296,17.394248962402344)* (858,17.103607177734375) (1,16.49310302734375)* (589,16.445722579956055) (2997,16.144054412841797) (1193,15.61720085144043) (2918,15.486164093017578) (1136,15.375228881835938) (2791,15.217628479003906) (1307,15.163908958435059)* (1036,14.791360855102539) (1221,14.620134353637695) (34,14.529825210571289) (1394,14.415813446044922) (1291,14.358776092529297) (3114,14.3352689743042)
2646: (593,13.756492614746094) (260,13.516725540161133) (1198,13.423699378967285) (1196,13.344012260437012)* (110,13.251055717468262) (527,13.021240234375) (1210,12.915056228637695)* (2858,12.893757820129395) (2762,12.704992294311523) (2571,12.653923034667969) (356,12.3399658203125) (608,12.2199068069458) (457,12.095964431762695) (1270,11.884204864501953) (1197,11.701472282409668) (296,11.513160705566406) (1617,11.34535026550293) (1240,11.308243751525879) (50,11.18915843963623) (1610,11.152887344360352)*
2647: (2858,16.355125427246094) (608,15.895498275756836) (527,15.472700119018555) (1193,15.26338005065918) (2396,15.189285278320312) (593,15.09607219696045) (318,15.056763648986816) (912,14.788755416870117) (1225,14.474218368530273) (1230,14.403228759765625) (1617,13.977279663085938) (1247,13.831530570983887) (296,13.669910430908203) (2997,13.6619234085083) (1265,13.584671020507812) (919,13.544139862060547) (1213,13.197919845581055) (1307,13.176536560058594) (34,13.128862380981445) (908,13.093948364257812)
2648: (858,17.74998664855957) (260,17.598093032836914) (912,16.812211990356445) (1193,16.405763626098633) (1198,16.224029541015625) (2858,15.879612922668457) (593,15.812322616577148) (908,15.629528999328613) (527,15.434476852416992) (1221,15.347999572753906) (1136,15.2122163772583) (1252,15.175320625305176) (541,15.157979965209961) (1225,15.145763397216797) (1230,15.121706008911133) (1197,15.104547500610352) (904,14.784589767456055) (1214,14.645017623901367)* (1247,14.590621948242188) (923,14.507513046264648)*
2649: (260,18.16393280029297) (1198,17.634029388427734) (1197,17.192907333374023) (2858,16.96622085571289) (858,16.653762817382812) (593,16.54353141784668) (1210,16.498638153076172) (608,16.152503967285156) (527,15.71658992767334) (2028,15.65129280090332) (1136,15.59188175201416) (1265,15.572749137878418) (318,15.560829162597656) (1193,15.121160507202148) (1,14.952486038208008) (2571,14.945347785949707) (2762,14.889668464660645) (1617,14.881943702697754) (2791,14.818351745605469) (589,14.780492782592773)
2650: (858,16.745235443115234) (608,16.113828659057617) (260,16.06830406188965) (2858,15.76513957977295) (1196,15.737274169921875) (1198,15.596024513244629) (912,15.579172134399414) (318,15.555648803710938) (1225,14.983718872070312) (919,14.85615062713623) (2396,14.551939010620117) (1617,14.462319374084473) (1221,14.374591827392578) (1197,14.28276252746582) (1247,13.924600601196289) (296,13.879664421081543) (908,13.772022247314453) (1097,13.748373985290527) (1230,13.746265411376953) (1259,13.69648551940918)
2651: (260,15.306144714355469) (1210,15.213081359863281) (1196,14.602607727050781) (2916,13.800228118896484) (1036,13.601143836975098)* (1214,13.454565048217773)* (1580,13.102724075317383) (457,12.891912460327148) (2628,12.861883163452148) (780,12.799291610717773) (1374,12.663703918457031) (2028,12.144775390625)* (1356,11.739273071289062) (1270,11.438690185546875) (1527,11.247339248657227) (349,11.225631713867188)* (316,10.778814315795898) (541,10.703242301940918) (1376,10.622274398803711) (1573,10.59439468383789)
2652: (858,17.161352157592773) (608,16.688976287841797) (1193,16.58389663696289)* (912,16.041000366210938) (1230,15.945210456848145) (2858,15.89403247833252) (1225,15.770149230957031) (527,15.416717529296875) (593,15.41563606262207) (1136,15.352766036987305) (260,15.05257797241211) (1221,14.957788467407227) (1247,14.925504684448242) (1196,14.911799430847168) (1198,14.865796089172363) (1197,14.825885772705078) (318,14.756356239318848) (919,14.668540954589844) (908,14.607526779174805) (1617,14.605487823486328)
2653: (2858,14.334941864013672) (2997,12.34702205657959) (2396,11.159393310546875) (2762,11.115074157714844) (318,10.678727149963379) (593,10.582728385925293) (296,10.47705078125) (527,10.229578018188477) (1617,10.042993545532227)* (50,9.667807579040527) (1213,9.379199981689453) (223,9.374398231506348) (1193,9.183633804321289) (2395,9.032388687133789) (1265,8.842024803161621) (2324,8.801658630371094) (858,8.797361373901367) (3176,8.718567848205566) (3160,8.698260307312012) (2028,8.64433765411377)
2654: (2858,20.160533905029297) (527,17.228469848632812) (608,16.999969482421875) (2997,16.853979110717773)* (296,15.553871154785156) (2599,14.97010612487793) (1617,14.701055526733398) (1193,14.498880386352539) (1265,14.371298789978027) (1213,14.335214614868164) (2336,13.652786254882812) (2908,13.617085456848145) (1094,13.581096649169922) (1225,13.44587516784668) (36,13.299959182739258) (1358,13.276174545288086)* (1230,13.1754150390625) (3006,13.144639015197754) (2028,13.10639476776123) (356,12.948822021484375)
2655: (2762,12.145500183105469) (2997,11.555167198181152) (2396,11.216176986694336) (318,11.01646614074707) (593,10.885541915893555) (608,10.458127975463867) (527,10.367443084716797) (296,10.211688995361328) (2599,9.973503112792969) (2959,9.713160514831543) (1617,9.618237495422363) (50,9.572429656982422) (223,9.487998962402344) (1265,9.268576622009277) (1704,9.133807182312012) (356,9.077566146850586) (1213,8.929960250854492) (3114,8.83117389678955) (1,8.792917251586914) (2683,8.636975288391113)*
2656: (260,17.77052116394043) (1198,17.263734817504883) (1196,17.236310958862305) (1210,17.0850830078125) (589,16.097963333129883) (2571,15.972867965698242) (593,15.365939140319824) (1197,15.234217643737793) (1240,14.99795913696289) (2762,14.88931655883789) (858,14.72526741027832) (1097,14.50490951538086) (527,14.49172592163086) (1036,14.441823959350586) (2858,14.298025131225586) (318,14.232059478759766) (1291,14.225317001342773) (1610,14.07502555847168) (1,14.065059661865234) (2000,13.844123840332031)
2657: (608,13.633933067321777) (296,12.95458984375) (1617,12.397319793701172) (50,12.184822082519531) (2997,12.051881790161133) (858,11.824230194091797) (2396,11.819626808166504) (1213,11.73031997680664) (1193,11.3909330368042) (1196,10.866753578186035) (260,10.813895225524902) (1198,10.726898193359375) (1265,10.604119300842285) (1197,10.358657836914062) (356,10.322965621948242) (1259,10.200834274291992) (1221,10.064987182617188) (1358,10.047658920288086) (2324,9.941326141357422) (1225,9.874135971069336)
2658: (2858,16.80252456665039) (593,14.508350372314453)* (318,14.484594345092773)* (608,14.195470809936523) (2762,13.776698112487793) (2997,13.519051551818848) (50,12.904022216796875) (1617,12.83488655090332) (1265,11.892020225524902) (858,11.619595527648926) (1193,11.323781967163086) (110,11.05655288696289) (1197,11.0428466796875) (2324,10.913596153259277) (2959,10.81438159942627) (1259,10.729347229003906) (1196,10.659193992614746) (34,10.640687942504883) (1198,10.616426467895508) (1784,10.507841110229492)
2659: (1193,22.716426849365234)* (2858,22.2861328125)* (593,21.090843200683594) (318,20.525569915771484)* (923,20.114299774169922) (919,19.998615264892578) (111,19.72594451904297) (1207,19.71039390563965) (1221,19.57744026184082) (1213,18.880252838134766) (1136,18.803730010986328) (750,18.51003646850586) (1394,18.38829231262207) (34,18.334148406982422) (1196,18.090307235717773) (1197,17.928098678588867) (1244,17.851709365844727)* (1208,17.700950622558594) (1304,17.59893798828125) (910,17.492755889892578)
2660: (2396,14.345659255981445) (2858,13.040544509887695) (527,12.985179901123047) (912,12.788660049438477) (318,12.563582420349121) (919,12.390378952026367) (1265,12.363689422607422) (1225,12.0404052734375) (34,11.994758605957031) (593,11.894771575927734) (608,11.883089065551758) (1193,11.834024429321289) (1230,11.764707565307617) (1247,11.630718231201172) (2762,11.179351806640625) (357,10.897930145263672) (1207,10.807112693786621) (2324,10.775590896606445) (1197,10.747800827026367) (1784,10.634096145629883)
2661: (2396,15.495621681213379) (2858,15.21474838256836) (260,15.212615966796875) (1197,15.146284103393555) (1265,14.936857223510742) (1198,14.927690505981445) (1196,14.902294158935547) (919,14.614749908447266) (858,14.54557991027832) (527,14.504494667053223) (593,14.333717346191406) (912,14.286275863647461) (318,14.162406921386719) (356,14.143044471740723)* (608,14.096765518188477) (1193,14.037223815917969) (1097,13.963272094726562) (1225,13.955713272094727) (1136,13.876350402832031)* (1259,13.83395767211914)
2662: (858,16.72797203063965) (260,15.68865966796875) (608,15.571046829223633) (1196,15.187067031860352) (1198,14.824117660522461) (593,14.796075820922852) (527,14.690248489379883) (919,14.50839900970459) (1225,14.496524810791016) (1230,14.442170143127441) (1252,14.206839561462402) (1617,14.1495361328125) (750,14.102631568908691) (1247,14.034048080444336) (904,13.886037826538086) (1136,13.804231643676758) (1197,13.670985221862793) (318,13.567153930664062) (111,13.507349967956543) (924,13.397783279418945)
2663: (318,16.61665153503418) (2762,16.349163055419922)* (608,16.053359985351562) (527,15.961296081542969)* (2396,15.90585708618164)* (296,15.430295944213867) (2997,15.229679107666016) (1617,14.694418907165527) (50,14.598094940185547)* (356,14.57287883758545) (1,14.01832103729248) (1196,13.852603912353516) (1198,13.807937622070312) (260,13.768753051757812) (1704,13.755136489868164) (858,13.751834869384766) (1213,13.695310592651367) (2571,13.205984115600586)* (1193,13.205028533935547) (1784,13.17642593383789)
2664: (1196,23.31671905517578)* (593,21.780780792236328)* (2028,21.66702651977539) (1270,21.50372886657715)* (1197,21.070884704589844) (527,20.800777435302734) (2858,20.369096755981445) (2571,19.648292541503906) (1097,19.61471176147461) (2762,19.287639617919922) (1136,18.715835571289062) (1617,18.67647361755371) (1214,18.5289306640625) (296,18.38425064086914) (1225,18.163110733032227) (1307,18.067115783691406) (2804,18.011341094970703) (50,17.927040100097656) (1200,17.757915496826172) (1580,17.56110191345215)
2665: (2571,25.669902801513672) (1197,24.500038146972656) (110,23.979291915893555)* (1097,23.84341812133789) (1291,23.457534790039062)* (593,23.054153442382812)* (457,22.370553970336914) (2916,21.725379943847656)* (919,21.15180206298828)* (608,20.944683074951172)* (3471,20.697717666625977) (356,20.5595645904541)* (1220,20.22789192199707)* (1617,19.947620391845703) (2858,19.83039093017578) (3421,19.819276809692383)* (1222,19.689373016357422)* (2804,19.457866668701172) (1278,19.448932647705078)* (1127,19.193275451660156)
2666: (593,18.801115036010742) (318,18.261188507080078)* (858,17.83017349243164) (1193,17.082416534423828) (296,17.046302795410156) (1617,16.86276626586914) (260,16.587066650390625) (1196,16.49489974975586) (1198,16.464418411254883) (2762,16.188961029052734) (50,16.046783447265625) (1213,15.90864372253418) (2997,15.739544868469238) (1225,15.621084213256836) (912,15.578643798828125) (1221,15.322139739990234) (919,14.675350189208984) (356,14.527077674865723) (1230,14.415885925292969) (1210,14.371064186096191)
2667: (608,14.793923377990723) (2858,14.676645278930664) (1193,14.609743118286133) (527,14.184669494628906) (1225,14.177026748657227) (2396,14.117694854736328)* (858,13.467153549194336) (923,13.394699096679688) (318,13.351825714111328) (908,13.344853401184082) (1207,13.247549057006836) (1252,12.969558715820312) (593,12.932916641235352) (2997,12.923571586608887) (919,12.829191207885742) (904,12.71048355102539) (1617,12.607029914855957) (111,12.522096633911133) (1094,12.50998306274414) (1244,12.343487739562988)
